backgroundrank,bokehfactor,cameramodel,cameramodelndex,coherency,colorcontrastf,colorsimilarity,dominantcol1percent,dominantcol1value,dominantcol1l,dominantcol1a,dominantcol1b,dominantcol2percent,dominantcol2value,dominantcol2l,dominantcol2a,dominantcol2b,dominantcol3percent,dominantco3value,dominantcol3l,dominantcol3a,dominantcol3b,dominantcol4percent,dominantcol4value,dominantcol4l,dominantcol4a,dominantcol4b,dominantcol5percent,dominantcol5value,dominantcol5l,dominantcol5a,dominantcol5b,dominantcol6percent,dominantcol6value,dominantcol6l,dominantcol6a,dominantcol6b,dominantcol7percent,dominantcol7value,dominantcol7l,dominantcol7a,dominantcol7b,dominantcol8percent,dominantcol8value,dominantcol8l,dominantcol8a,dominantcol8b,strongcol1percent,strongcol1value,strongcol1l,strongcol1a,strongcol1b,strongcol2percent,strongcol2value,strongcol2l,strongcol2a,strongcol2b,contrastf,datetaken,directionsimilarity,dynrange,dynrangefactor,exposuref,facesrank,finalrank,focusf,fullframcolorsim,gridcolorsimilarity,height,horizonleft,intballancef,lifeid,objectsh,objectsw,objectsx,objectsy,objectsfactor,origheight,origwidth,partnerphotoid,photoindex,position,saturationf,sky,splitlevel,status,subclusterindex,texturescalesimilarity,url,userid,version,width,datenew,phash,closedeyesf,confidence,enginecode,faceexposuref,facefocusf,gender,genderconf,ffaceheight,kissf,leyeclosed,leyex,leyey,mouthp1x,mouthp1y,mouthp2x,mouthp2y,mouthp3x,mouthp3y,necscore,nosep1x,nosep1y,pitch,profilef,reyeclosed,reyex,reyey,facerank,recindex,recindexnew,roll,significance,smile,facewidth,facex,facey,yaw,faceid,isbaby,datesent,rnum,uploaddate
6.42,1,Canon_EOS_650D_0,1,0.76,0.03,50,26,6C7523,47.02,-15.01,42.12,16,485415,33.5,-14.54,33.53,15,4A4920,30.22,-6.21,24.41,13,A4A93F,67,-15.82,52.35,8,D8DA3B,84.51,-18.67,72.74,4,C3C731,77.68,-18.52,68.99,4,797F58,51.78,-9.14,20.51,4,CCDBE4,86.55,-3.26,-6.14,1,6A5F19,40.11,-4.17,39.4,4,C3C731,77.68,-18.52,68.99,0.37,1420192291,50,-0.97,1,1.97,0,1.31,0.32,50,50,720,\N,0.99,70138577976,53.15;6.15,26.07;6.15,29.59;76.46,18.45;14.93,1.5,3456,5184,72863331249,72863331249,1,0.74,0,0,Success,1.42019E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331249/medium/1491811764/enhance,21011995998,15,1080,1420192291,4B12EE583AC98D38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28:28.4,1,4/10/2017
5.19,0,Canon_EOS_650D_0,1,0.83,0.21,35,40,9DA36F,65.37,-10.77,26.36,27,C7CB8B,80.02,-11.42,31.54,17,716153,42.28,4.03,10.36,13,35312D,20.61,0.93,3.19,3,627947,47.91,-17.8,24.71,1,BBB9AE,75.03,-1.27,5.82,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,1420193322,68.26,-0.96,1,2,0,1.29,0.41,64.84,70.29,720,\N,0.97,70138577976,,,,,0,3456,5184,72863331643,72863331643,1,0.39,0,0,Success,1.42019E+12,96.2,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331643/medium/1491811888/enhance,21011995998,15,1080,1420193322,52AAB47012906826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28:28.8,1,4/10/2017
5.85,0,Canon_PowerShot_SX210_IS_0,1,0.74,0.33,27,31,C1C080,76.43,-9.48,32.44,18,AB9972,63.88,0.68,22.95,12,857558,49.99,1.58,18.3,10,5D6C7A,44.88,-2.26,-9.66,7,909663,60.47,-10.69,26.22,6,AB6D4C,51.97,21.15,28.55,4,6A4B37,34.75,10.42,17.1,3,636252,41.21,-2.67,9.27,0,E65B3F,56.75,52.41,43.45,0,C45037,49.19,44.92,37.79,0.25,1394584764,95.53,-0.95,1,1.86,9.02,3.93,1,69.68,73.51,720,\N,1,70138577976,57.71;18.72;11.96,25.78;4.98;6.15,58.01;18.16;73.54,42.63;57.19;14.56,1.5,2432,4320,72863329685,72863329685,1,0.41,0,1,Success,1.39458E+12,95.25,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329685/medium/1491811266/enhance,21011995998,15,1278,1394584764,4085AD1DB1376FC3,0,40,101,3.67,0,,23,13.09,0,0,49.12,33.47,48.95,37.69,47.68,37.69,46.41,37.69,0,47.39,34.94,0,0,0,46.1,31.16,8.82,0,0,22.83,1,82.22,7.37,43.85,27.99,0,76be197e-ef31-4bc6-bf8b-0b9106dedc78,TRUE,16:22.6,1,4/10/2017
4.6,0,Canon_EOS_650D_0,1,0.78,\N,20,26,5E5E60,39.96,0.43,-1.15,18,373A38,24.08,-1.74,0.8,11,121313,5.79,-0.4,-0.14,10,B2DEF8,86.25,-8.44,-17.33,9,979391,61.21,1.09,1.57,9,BFDAEE,85.7,-4.76,-12.79,5,374D67,32.03,-0.72,-17.77,4,92A6B8,67.16,-3.02,-11.6,0,7C3A29,32.86,27.21,23.82,0,964A34,40.62,29.97,27.62,0.45,1420194229,67.27,-0.99,1,1.83,0,1.41,0.72,52.11,64.55,720,18,0.36,70138577976,34.26;30.31,11.72;74.71,11.13;22.85,65.89;0.0,0.65,3456,5184,72863331771,72863331771,1,0.24,1,0,Success,1.42019E+12,92.83,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331771/medium/1491811940/enhance,21011995998,15,1080,1420194229,731F1693A4F06C64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28:29.0,1,4/10/2017
5.18,0,Canon_EOS_650D_0,1,0.84,0.55,25,33,858E3F,56.77,-15.08,40.33,12,F0F4F9,96.02,-0.41,-2.87,10,588DB4,56.51,-6.52,-25.87,9,404135,27.1,-2.92,7.2,8,555737,36.03,-6.58,18.36,6,7.46E+68,46.74,0.81,5.29,5,3E6C8F,43.85,-5.01,-23.98,4,7A7758,49.54,-4.23,17.51,1,AD4745,43.97,41.64,22.47,0,0,0,0,0,0.31,1437927160,88.35,-0.95,1,1.06,0,1.03,1,66.22,63.54,1080,\N,0.71,70138577976,64.16,79.06,0,0,0,5184,3456,72863328903,72863328903,2,0.55,0,1,Success,1.43793E+12,94.97,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328903/medium/1491811028/enhance,21011995998,15,720,1437927160,F60CE3F80731F867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:39.5,1,4/10/2017
6.02,0,Canon_EOS_650D_0,1,0.84,0.4,50,16,ADDAF8,84.9,-7.78,-19.39,16,99934F,60.07,-7.62,36.55,12,3E482E,29.05,-9.39,14.3,12,B49E82,66.34,3.72,17.61,10,675F5A,40.91,2.24,4.01,9,B4D3DF,82.71,-7.72,-9.36,7,606831,42.17,-12.13,29.66,6,7B705A,47.67,0.52,13.81,0,0,0,0,0,0,0,0,0,0,0.31,1437698587,50,-0.96,1,1.94,0,1.37,1,50,50,720,11,1,70138577976,47.44;16.69,62.4;25.49,6.15;65.33,7.47;41.73,1.5,3456,5184,72863324883,72863324883,1,0.37,1,1,Success,1.4377E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324883/medium/1491810374/enhance,21011995998,15,1080,1437698587,7740E1311DC0CC70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01:38.3,1,4/10/2017
4.95,0,Canon_EOS_650D_0,1,0.82,0.18,21,32,3A4020,25.77,-8.51,18.68,14,76818C,53.43,-1.62,-7.31,12,6C6F46,45.63,-8.21,22.48,10,171C10,9.4,-5.22,6.95,9,94A4BB,66.85,-0.59,-13.72,5,707332,46.89,-10.93,35.01,5,535953,37.13,-3.66,2.65,3,F0F0F4,94.9,0.72,-1.93,0,9B4321,39.74,34.68,37.44,0,793A1D,32.21,25.2,30,0.26,1437853779,97.97,-0.99,1,1.2,0,1.08,1,91.86,90.49,720,29,0.98,70138577976,49.63;8.35,74.41;6.15,8.5;36.62,30.31;80.38,1.5,3456,5184,72863325455,72863325455,4,0.34,1,1,Success,1.43785E+12,82.9,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863325455/medium/1491810595/enhance,21011995998,15,1080,1437853779,7F60201840C800E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:14.6,1,4/10/2017
5.53,0,Canon_EOS_650D_0,1,0.74,\N,50,43,676D66,45.33,-3.74,3.11,18,3.83E+40,25.48,-3.89,2.83,15,A2A69E,67.59,-2.93,3.63,9,1B221C,12.36,-4.73,3,7,5D7966,48.21,-14.3,7.14,4,6E8963,54.14,-17.19,17.31,3,485D3A,36.95,-15.22,17.58,1,D9DADF,87.11,0.58,-2.58,0,0,0,0,0,0,0,0,0,0,0.37,1438209492,50,-0.99,1,2,0,1.3,1,50,50,720,\N,0.98,70138577976,6.15,4.39,31.93,32.94,0,3456,5184,72863329551,72863329551,1,0.18,0,1,Success,1.43821E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329551/medium/1491811223/enhance,21011995998,15,1080,1438209492,9E89737C1BDBD1F7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:35.5,1,4/10/2017
4.51,0,Canon_EOS_650D_0,1,0.7,0.12,32,21,B0DFA0,84.25,-26.77,26.05,17,87AD92,67.36,-18.42,9.7,14,AFDBAC,83.31,-23.22,18.51,13,8DB88D,70.78,-22.86,17.28,7,8DBC7E,71.65,-27.31,26.5,6,6.88E+64,55.25,-22.19,19.32,4,A7A9A3,68.92,-1.83,2.83,4,7C8C7C,56.58,-9.01,6.6,0,0,0,0,0,0,0,0,0,0,0.16,1437867379,58.91,-0.91,1,1.23,0,1,0.76,37.8,56.03,1080,52,0.96,70138577976,22.56;9.96,14.06;24.16,26.79;11.86,28.42;84.38,0.98,5184,3456,72863327997,72863327997,1,0.28,1,1,Success,1.43787E+12,69.9,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863327997/medium/1491810786/enhance,21011995998,15,720,1437867379,D91B86CF8F3B3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.0,1,4/10/2017
5.16,0,Canon_EOS_650D_0,1,0.74,0.04,11,25,C4C5C7,79.5,0.03,-1.13,14,7B7978,50.97,0.56,0.81,14,A5A7A9,68.39,-0.32,-1.29,11,4A4646,30.1,1.68,0.6,7,AB9985,64.27,3.36,12.94,7,292726,15.81,0.69,0.98,5,D6BDB8,78.55,8.05,5.77,4,E4B1BE,77.07,20.49,0.54,0,D54686,52.12,61.1,-4.49,0,403B9F,31.16,32.25,-53.8,0.34,1418386054,78.77,-0.99,1,1.6,0,1.3,1,94.51,80.86,720,18,1,70138577976,28.99;12.74;10.98;14.06,35.45;22.56;20.21;13.18,30.76;53.03;9.08;70.02,41.29;26.79;50.07;48.32,1.5,3456,5184,72863330612,72863330612,2,0.18,1,1,Success,1.41839E+12,93.95,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330612/medium/1491811551/enhance,21011995998,15,1080,1418386054,B4DC431011CD7C93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:08.4,1,4/10/2017
5.04,0,Canon_EOS_650D_0,1,0.83,0.22,16,26,B3B5B7,73.58,-0.32,-1.27,19,81817E,53.89,-0.59,1.62,10,4486CF,54.85,2.41,-43.85,8,80AFCD,69.22,-8.11,-20.21,7,4B3027,22.85,11.05,10.78,6,62A1D2,63.95,-6.41,-31.2,5,F1F2F2,95.42,-0.33,-0.13,4,464341,28.64,0.84,1.66,10,4486CF,54.85,2.41,-43.85,0,0,0,0,0,0.31,1492003246,88.36,-0.99,1,1.18,0,1.1,1,93.25,75.36,720,43,0.98,70138577976,56.66;21.08;10.98;4.83,27.83;11.72;15.53;9.96,33.4;30.18;43.65;72.66,43.48;15.37;10.1;31.19,1.5,3456,5184,72878968528,72878968528,3,0.35,1,0,Success,1.492E+12,93.1,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968528/medium/1493026360/enhance,21011995998,15,1080,1492003246,C267BD93636D9B93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:10.7,1,4/24/2017
5.3,0,Canon_EOS_650D_0,1,0.82,0.01,17,49,8E8978,57.07,-1.19,9.79,34,5B543D,35.79,-1.18,14.51,14,D3E3EA,89.27,-3.96,-5.24,4,353229,20.82,-0.54,6.21,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,1426154400,96.71,-0.99,1,1.56,0,1.28,1,81.94,75.08,720,\N,0.99,70138577976,,,,,0,3456,5184,72878967217,72878967217,2,0.42,0,0,Success,1.42615E+12,97.79,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967217/medium/1493025327/enhance,21011995998,15,1080,1426154400,782404F6089001D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.1,1,4/24/2017
5.16,0,Canon_EOS_650D_0,1,0.77,0.21,50,27,5F605F,40.61,-0.6,0.43,17,7BC0EC,74.8,-10.08,-28.6,15,8D8E8B,58.86,-0.95,1.46,11,363836,23.27,-1.32,0.95,9,C0C4C0,78.75,-2.11,1.51,6,151615,7.11,-0.69,0.49,5,595C35,37.91,-7.97,22.03,3,7E8340,52.99,-12.14,35.25,0,2891C9,57,-9.78,-37.13,0,BC2A37,42.19,57.37,29.3,0.36,1491999267,50,-0.99,1,1.32,0,1.21,1,50,50,720,30,0.83,70138577976,18.45;53.15,14.94;60.06,76.46;13.48,39.97;0.0,0.38,3456,5184,72878968305,72878968305,1,0.44,1,0,Success,1.492E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968305/medium/1493026176/enhance,21011995998,15,1080,1491999267,66783F4C6BCC45F0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:20.8,1,4/24/2017
5.16,0,Canon_EOS_650D_0,1,0.8,\N,16,44,242527,14.65,0.05,-1.49,13,4E5258,34.72,-0.22,-4.06,10,556327,39.58,-15.34,31.69,7,84BAE9,73.48,-5.53,-28.96,6,AED4EE,83.05,-6.7,-16.87,5,8E8A85,57.68,0.54,3.19,3,6A6449,42.25,-2.31,16.21,2,818658,54.47,-9.67,24.19,0,0,0,0,0,0,0,0,0,0,0.7,1492012470,85.36,-0.99,1,1.05,0,1.1,1,94.96,78.79,720,\N,0.99,70138577976,18.01;27.23;4.39;18.45,38.09;14.06;4.39;6.45,33.11;80.57;24.9;8.5,41.73;24.16;73.35;59.74,1.5,3456,5184,72878968820,72878968820,2,0.42,0,0,Success,1.49201E+12,98.14,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968820/medium/1493026617/enhance,21011995998,15,1080,1492012470,8D96628FDD3C386C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.4,1,4/24/2017
5.67,0,Canon_EOS_650D_0,1,0.88,0.12,39,34,E0DBD7,87.69,1,2.56,32,91CEF3,79.97,-10.25,-24.35,11,575B5A,38.28,-1.79,0.02,8,292D2A,17.99,-2.49,1.33,6,9FA0A1,65.82,-0.16,-0.65,2,B0E9FA,89.12,-14.16,-14.09,2,74BAF7,73.25,-5.23,-36.96,1,63AEF4,69.08,-2.93,-41.89,0,0,0,0,0,0,0,0,0,0,0.29,1492004979,77.79,-0.99,1,1.88,0,1.39,1,63.93,63.58,720,39,0.99,70138577976,,,,,0,3456,5184,72878968650,72878968650,8,0.38,1,0,Success,1.492E+12,91.63,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968650/medium/1493026471/enhance,21011995998,15,1080,1492004979,A32912AC6D789231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:11.2,1,4/24/2017
4.93,0,Canon_EOS_650D_0,1,0.71,0.06,18,16,B2DBF7,85.42,-7.12,-18.04,16,6A6C6B,45.43,-0.97,0.28,14,201F1E,11.83,0.23,0.85,13,493C34,26.44,4.22,7.06,9,979B98,63.58,-2.02,1.06,7,5A89BC,55.78,-1.3,-31.54,6,7CACDB,68.68,-3.75,-28.75,6,695C41,39.65,0.87,17.49,0,0,0,0,0,0,0,0,0,0,0.47,1492013009,94.35,-0.99,1,1.7,0,1.41,1,90.31,73.41,720,\N,0.31,70138577976,45.24;25.48;76.87;13.62,29.3;13.77;25.49;14.36,45.12;34.28;0.0;16.99,47.44;26.35;23.28;8.78,1.5,3456,5184,72878968801,72878968801,3,0.4,0,1,Success,1.49201E+12,97.73,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968801/medium/1493026593/enhance,21011995998,15,1080,1492013009,CC359B68BE976B77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.6,1,4/24/2017
3.73,0,Canon_EOS_650D_0,1,0.75,\N,14,25,1D1A17,9.5,0.77,2.62,18,B2B5B5,73.45,-1.05,-0.38,13,5B5755,37.29,1.21,1.73,8,BA733F,55.13,23.2,39.88,5,C39460,64.66,11.39,34.2,3,82878D,56.08,-0.59,-3.85,3,999089,60.36,2.06,4.9,3,5C4A33,32.73,4.05,16.6,1,6D1516,23.15,37.98,23.66,1,A92D2E,38.74,50.08,29.74,0.52,1491999800,81.29,-0.99,1,0.61,0,0.85,1,86.69,86.88,720,\N,0.06,70138577976,19.77;7.47;9.66,34.57;13.48;15.23,13.48;7.03;50.98,42.61;58.86;16.69,1.47,3456,5184,72878968522,72878968522,4,0.54,0,1,Success,1.492E+12,91.9,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968522/medium/1493026360/enhance,21011995998,15,1080,1491999800,9F3FB24393FE76BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:21.2,1,4/24/2017
5.16,0,Canon_EOS_650D_0,1,0.74,\N,15,27,DBD2CD,84.77,2.23,3.57,14,565B66,38.59,0.58,-6.97,13,7D7272,49.02,4.26,1.54,12,ACA09D,66.78,3.83,3.12,11,2D2D32,18.65,1.23,-3.21,10,808791,56.05,-0.45,-6.23,3,573E3A,28.84,10.31,6.76,3,311211,10,15.65,7.74,0,B83D34,43.91,49.02,32.91,0,C36439,52.96,34.65,40.89,0.36,1491999590,90.41,-0.99,1,1.68,0,1.34,1,97.58,81.51,720,\N,0.99,70138577976,26.35;23.28;14.06;38.21,8.5;8.2;7.62;33.11,52.15;48.34;57.71;67.09,71.16;46.56;55.78;32.06,0.9,3456,5184,72878968364,72878968364,1,0.13,0,0,Success,1.492E+12,93.65,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968364/medium/1493026210/enhance,21011995998,15,1080,1491999590,7362A5414DB29044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49:20.5,1,4/24/2017
5.61,0,Canon_EOS_650D_0,1,0.8,\N,50,36,8CBEEF,75.22,-4.06,-29.5,18,646666,43.02,-0.77,-0.28,16,3A3C3E,25.2,-0.38,-1.53,11,888C8C,57.93,-1.46,-0.52,6,131618,7.03,-0.79,-1.85,3,C4ECFC,91.12,-9.49,-12.01,3,AFD9F4,84.62,-7.63,-17.68,2,62613B,40.35,-6.04,21.82,0,6B0B1C,21.76,40.58,17.94,0,6B2638,26.15,32.49,4.7,0.37,1492009963,50,-0.99,1,1.86,0,1.4,1,50,50,720,12,0.99,70138577976,12.74,49.22,24.32,18.89,0,3456,5184,72878968717,72878968717,1,0.38,1,0,Success,1.49201E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968717/medium/1493026509/enhance,21011995998,15,1080,1492009963,5A68C0CD31682C2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53:56.7,1,4/24/2017
5.72,0,Canon_EOS_650D_0,1,0.75,0.17,10,28,D5D6D3,85.47,-0.88,1.35,24,7CBEF3,74.56,-6.8,-32.74,13,474C42,31.58,-4.19,5.25,7,1B1E1B,10.85,-2.17,1.58,7,808280,54.15,-1.14,0.81,6,A7A9A8,69.05,-0.9,0.26,6,4D5B35,36.59,-12.74,20.14,3,707D56,50.43,-12.04,19.72,0,9C3740,38.15,42.7,17.38,0,0,0,0,0,0.41,1492004367,75.33,-0.99,1,1.68,0,1.42,1,71.94,77.14,720,29,0.99,70138577976,22.84;14.49;6.15;10.1,18.46;5.27;5.86;2.93,10.84;84.38;34.57;16.7,30.75;61.93;39.09;56.22,1.07,3456,5184,72878968595,72878968595,5,0.47,1,0,Success,1.492E+12,96.42,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968595/medium/1493026416/enhance,21011995998,15,1080,1492004367,31E40ED30F7B244F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:10.9,1,4/24/2017
3.75,0,Canon_EOS_650D_0,1,0.81,0.02,18,51,A9A9A6,69.16,-0.56,1.54,9,BAA998,70.23,3.33,11,9,D5D3D2,84.68,0.51,0.73,9,201A15,9.8,1.91,4.54,6,AAA28C,66.73,-0.87,12.49,5,836F5F,48.29,5.23,11.83,4,827C76,52.36,1.15,4.08,4,55463B,30.94,4.47,9.02,0,683325,27.96,22.32,19.57,0,0,0,0,0,0.24,1492002778,93.43,-0.99,1,1.68,0,1.28,-0.3,90.5,66.43,720,\N,1,70138577976,7.47,2.64,65.04,45.24,0,3456,5184,72878968493,72878968493,2,0.11,0,0,Success,1.492E+12,94.43,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968493/medium/1493026312/enhance,21011995998,15,1080,1492002778,87A2746FF07EC1BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:10.7,1,4/24/2017
3.74,0,Canon_EOS_650D_0,1,0.83,\N,18,31,41403C,27.07,-0.44,2.59,18,F3F5F4,96.37,-0.83,0.24,17,191916,8.65,-0.74,2.08,10,534C2D,32.25,-2.21,19.46,8,717270,47.9,-0.78,0.97,8,A1A6A7,67.75,-1.57,-1.14,3,C8D3D9,83.9,-2.56,-4.25,2,CCCCCA,81.99,-0.36,0.98,0,0,0,0,0,0,0,0,0,0,0.38,1426154408,95.83,-0.97,1,0.32,0,0.8,1,74.06,69.81,1080,9,0.99,70138577976,,,,,0,5184,3456,72878967216,72878967216,3,0.05,1,0,Success,1.42615E+12,97.7,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967216/medium/1493025330/enhance,21011995998,15,720,1426154408,79090E062600C112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.2,1,4/24/2017
5.96,0,Canon_EOS_650D_0,1,0.72,0.36,50,20,55544B,35.56,-1.42,5.41,19,6D713E,46.19,-9.91,27.71,15,31332D,20.87,-2.24,3.51,15,7D786A,50.49,-0.67,8.37,11,959851,61.17,-11.8,36.78,4,B2AA9D,69.93,0.59,7.72,3,404D24,30.7,-12.87,22.48,3,BCD8ED,84.95,-4.85,-13.4,0,0,0,0,0,0,0,0,0,0,0.39,1426160421,50,-0.99,1,1.78,0,1.3,1,50,50,720,\N,1,70138577976,38.21,77.93,22.27,40.41,0,3456,5184,72878967496,72878967496,1,0.44,0,0,Success,1.42616E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967496/medium/1493025567/enhance,21011995998,15,1080,1426160421,5C7C60001E1F0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35:26.8,1,4/24/2017
5.41,0,Canon_EOS_650D_0,1,0.85,\N,50,21,61615E,41.06,-0.62,1.7,19,E2D6CE,86.36,2.77,5.41,19,A5DDF7,85.21,-11.77,-18.43,17,2C2E2F,18.78,-0.64,-0.95,10,CED0D3,83.41,-0.12,-1.73,4,57697B,43.59,-2.22,-12.24,4,989A9C,63.5,-0.33,-1.31,2,CFF2F3,93.12,-11.07,-4.29,0,0,0,0,0,0,0,0,0,0,0.47,1492002517,50,-0.99,1,1.92,0,1.46,1,50,50,720,12,0.81,70138577976,9.22;68.08,14.06;100.2,9.38;0.0,10.98;32.06,0.06,3456,5184,72878968495,72878968495,1,0.2,1,0,Success,1.492E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878968495/medium/1493026312/enhance,21011995998,15,1080,1492002517,360F45B290834C48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52:10.6,1,4/24/2017
4.12,0,Canon_EOS_650D_0,1,0.89,\N,50,45,10110F,4.93,-0.74,0.9,23,EDEDEA,93.67,-0.52,1.44,7,AAA9A5,69.21,-0.38,2.18,7,EBDFC9,89.23,0.5,12.24,6,706F6B,46.81,-0.41,2.35,5,D1D1CD,83.74,-0.72,1.97,3,42403C,27.16,0,2.74,2,BCAE98,71.71,1.39,13.11,0,0,0,0,0,0,0,0,0,0,0.38,1426100496,50,-0.99,1,1.56,0,1.53,1,50,50,720,\N,0.09,70138577976,28.55,46.58,46,31.19,1.5,3456,5184,72878967038,72878967038,1,0.09,0,0,Success,1.4261E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967038/medium/1493025197/enhance,21011995998,15,1080,1426100496,6C3233990022C0C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29:59.2,1,4/24/2017
3.85,0,Canon_EOS_650D_0,1,0.79,\N,50,18,4A4948,31.09,0.2,0.74,14,292623,15.38,0.71,2.48,12,C8E5F8,89.44,-5.57,-12.41,11,CED8DB,85.68,-2.79,-2.65,9,8F9599,61.34,-1.35,-2.86,8,FBFDFD,99.16,-0.65,-0.24,6,686A6C,44.71,-0.35,-1.39,5,4D3C26,26.59,4.1,16.4,0,0,0,0,0,0,0,0,0,0,0.32,1426154392,50,-0.97,1,0.67,0,0.92,1,50,50,720,16,0.64,70138577976,20.2;37.34;11.86,16.11;60.06;65.63,74.41;7.03;0.0,72.91;0.0;54.9,0.48,3456,5184,72878967109,72878967109,1,0.21,1,0,Success,1.42615E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72878967109/medium/1493025269/enhance,21011995998,15,1080,1426154392,671B65151A28508E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58.9,1,4/24/2017
